0.008195638656616211;0;0
0.011389970779418945;0;0
0.015216350555419922;0;0
0.017936229705810547;0;0
0.022542238235473633;0;-2
0.02642989158630371;0;-2
0.02929830551147461;0;-2
0.03217625617980957;0;-2
0.036052703857421875;0;-2
0.038950443267822266;0;-2
0.04185819625854492;0;-2
0.045769691467285156;0;-2
0.04839491844177246;0;-2
0.05155158042907715;0;-2
0.05530405044555664;0;-2
0.05803513526916504;0;-2
0.06106233596801758;-1;-13
0.06450867652893066;-1;-13
0.06787323951721191;-1;-21
0.0717935562133789;-1;-23
0.0758814811706543;-2;-36
0.07850933074951172;-2;-36
0.08167481422424316;-2;-36
0.086181640625;-2;-36
0.08912229537963867;-2;-36
0.09203052520751953;-3;-66
0.10647821426391602;-4;-99
0.11104011535644531;-4;-99
0.11702156066894531;-5;-87
0.12112903594970703;-6;-101
0.12643027305603027;-6;-101
0.12930917739868164;-6;-101
0.13221025466918945;-6;-101
0.1362593173980713;-7;-80
0.1391294002532959;-7;-81
0.14201974868774414;-8;-112
0.14592480659484863;-8;-117
0.14857101440429688;-8;-117
0.15171504020690918;-8;-117
0.15558981895446777;-9;-112
0.1582496166229248;-10;-106
0.16140413284301758;-10;-106
0.165177583694458;-10;-107
0.1679234504699707;-10;-107
0.17090773582458496;-10;-109
0.17573165893554688;-11;-111
0.17838835716247559;-12;-111
0.18158650398254395;-12;-110
0.1854712963104248;-12;-110
0.18813538551330566;-12;-113
0.19121670722961426;-13;-113
0.19464659690856934;-14;-114
0.1979689598083496;-14;-114
0.20101141929626465;-14;-114
0.20440268516540527;-14;-114
0.2075669765472412;-15;-118
0.21031498908996582;-16;-119
0.21403861045837402;-16;-120
0.217254638671875;-16;-120
0.22000646591186523;-16;-120
0.2245008945465088;-18;-146
0.23056864738464355;-18;-149
0.23660874366760254;-19;-111
0.24109482765197754;-19;-144
0.24697422981262207;-20;-172
0.251370906829834;-20;-172
0.2552623748779297;-21;-122
0.25801992416381836;-21;-138
0.2611076831817627;-22;-140
0.2645070552825928;-22;-140
0.26840996742248535;-22;-140
0.271592378616333;-23;-106
0.27608823776245117;-24;-149
0.2790491580963135;-24;-149
0.2819652557373047;-24;-149
0.2858238220214844;-24;-113
0.28846216201782227;-25;-137
0.29165124893188477;-26;-128
0.2955160140991211;-26;-128
0.29817748069763184;-26;-128
0.30134034156799316;-27;-128
0.30466222763061523;-27;-129
0.30780673027038574;-28;-130
0.3105630874633789;-28;-130
0.31430768966674805;-28;-130
0.31760430335998535;-29;-130
0.32036781311035156;-30;-130
0.32413363456726074;-30;-129
0.32808446884155273;-30;-129
0.3312206268310547;-31;-133
0.334644079208374;-31;-133
0.33781981468200684;-32;-134
0.3405721187591553;-32;-134
0.34430837631225586;-32;-134
0.3475368022918701;-33;-135
0.3502790927886963;-34;-137
0.35396432876586914;-34;-137
0.3586249351501465;-34;-135
0.3635852336883545;-36;-133
0.3690485954284668;-36;-133
0.3744995594024658;-37;-134
0.3805835247039795;-38;-135
0.38436126708984375;-38;-135
0.3875701427459717;-38;-135
0.39031553268432617;-39;-137
0.39403367042541504;-39;-138
0.3972647190093994;-40;-139
0.40004563331604004;-40;-139
0.40300917625427246;-40;-138
0.40689778327941895;-41;-138
0.4094700813293457;-42;-136
0.4123516082763672;-42;-136
0.4162406921386719;-42;-136
0.41912245750427246;-43;-135
0.4220292568206787;-43;-133
0.42591285705566406;-44;-132
0.4296846389770508;-44;-132
0.4342935085296631;-45;-132
0.4376192092895508;-45;-133
0.44035863876342773;-46;-132
0.444080114364624;-46;-132
0.44802069664001465;-46;-133
0.4510831832885742;-47;-133
0.4544649124145508;-48;-144
0.45764756202697754;-48;-147
0.46037960052490234;-48;-147
0.46413540840148926;-48;-119
0.4673271179199219;-49;-118
0.47008228302001953;-50;-148
0.473052978515625;-50;-148
0.4769937992095947;-50;-118
0.48053860664367676;-51;-118
0.4843020439147949;-52;-135
0.4892117977142334;-52;-135
0.4952428340911865;-53;-137
0.5075623989105225;-55;-139
0.5124948024749756;-56;-139
0.516634464263916;-56;-139
0.519411563873291;-56;-139
0.5223350524902344;-57;-137
0.5263433456420898;-58;-149
0.5302224159240723;-58;-150
0.5345866680145264;-58;-150
0.5378599166870117;-59;-119
0.5406084060668945;-59;-117
0.5443439483642578;-60;-149
0.5475008487701416;-60;-149
